f0,f1,f2,f3,f4,f5,target
2.2229244736166613,-0.16883465823654814,-0.8920205431602493,0.21660278689131393,-1.18634744528899,-0.7071696623630119,1
0.16478915521889226,-0.17319380862251216,-0.3277632652246092,-0.7515328582978597,-1.0425883529838587,-1.6120224805051977,1
1.490327159362304,-1.1583430335621292,-0.7069912835448646,-1.7249149839191495,-1.9869404394458414,0.5489992624020333,0
1.0781153976532174,0.1846461585032021,-0.8206510436556028,-1.3413181900608007,0.6159069789797826,3.2421586997529666,0
-2.467259296997301,-1.9072437837258744,3.1679603678354287,0.36938479403333335,-0.24424312363811151,1.6450952911505685,1
-2.765923178036176,0.7751506073256638,-0.6888185280015717,-0.6334258070750713,-0.36009383203190326,-1.101972181052915,0
-1.2972008919797249,-0.5825565078633486,-1.6165086732596803,-0.6521841117367292,-1.3539991493807548,-0.21265516232070103,0
-2.721833021680367,-1.7342978761366645,-0.8700498443999869,1.2647143405969,1.3807663661089669,-0.7772664628949775,0
-3.377343668805355,0.46526206987930924,1.5334706487484684,0.8352064233295164,-3.1266280595725737,-4.997528377608983,0
1.1442678079950726,-1.5719814207996121,-1.062173419475959,-0.43295484606475904,-0.7517877433177753,-0.5892456540250441,1
0.9534089991959489,-1.03369205503903,-2.7138832271585884,-0.07782776996072593,-1.6481782927574162,0.07164060360775015,1
0.3763252333980155,1.898526853356068,-2.0708576580304943,0.10377052108075847,-0.7217648394870857,1.0334585047448863,0
-2.4543555258881344,-0.5580816043138674,1.799967959041835,-0.1732072238210627,3.0358852458985868,1.0227361558149324,1
-0.3389976332567912,0.45048392475152016,0.6264531639946113,-1.197647518183433,3.0693195096262986,1.3080799057818777,1
-0.6617899364690034,0.8777013670747772,-1.2295395099074096,-0.8335001568554993,-2.0122645249505253,-0.29561734829620745,1
-2.2388573898123614,-0.5812815021264056,4.33586714333251,1.6425186064864346,0.4017079205064571,2.334768876879224,1
0.7738494787304786,1.3779300759747137,-1.557785880219553,-0.8174438812990386,-1.187962470777026,0.8103789429297363,0
